"id","name","full_name","type","device_ip","antennas","location_id","machine_id","groupst","status","parent_id","comment","created","updated"
"161","ST03T01RF01","捲取滿軸準備區(2100)","2100","192.167.51.55","1",NULL,"33",NULL,NULL,"160","捲取滿軸準備區(2100)","2023-10-24 13:20:52","2023-11-10 06:40:58"
"162","ST03T01RF02","捲取滿軸準備區(2100)","2100","192.167.51.55","2",NULL,"33",NULL,NULL,"160","捲取滿軸準備區(2100)","2023-10-24 13:20:52","2023-11-10 06:41:21"
"163","ST03T01RE01","捲取空軸準備區(2200)","2200","192.167.51.55","4",NULL,"33",NULL,NULL,"160","捲取空軸準備區(2200)","2023-10-24 13:20:52","2023-11-10 06:42:03"
"164","TP01G01RF01","給線滿軸準備區(1100)","1100","192.167.51.51","0",NULL,"34",NULL,NULL,NULL,"給線滿軸準備區(1100)","2023-10-24 13:20:52","2023-10-24 07:56:39"
"165","TP01G01RE01","給線空軸準備區(1200)","1200","192.167.51.52","0",NULL,"34",NULL,NULL,NULL,"給線空軸準備區(1200)","2023-10-24 13:20:52","2023-10-24 07:56:39"
"166","TP01G01","給線機(1300)","1300","192.167.51.53","0",NULL,"34",NULL,NULL,NULL,"給線機(1300)","2023-10-24 13:20:52","2023-10-24 07:56:39"
"167","TP01T01","捲取機(2300)","2300","192.167.51.54","0",NULL,"34",NULL,NULL,NULL,"捲取機(2300)","2023-10-24 13:20:52","2023-10-24 07:56:39"
"168","TP01T01RF01","捲取滿軸準備區(2100)","2100","192.167.51.55","0",NULL,"34",NULL,NULL,NULL,"捲取滿軸準備區(2100)","2023-10-24 13:20:52","2023-10-24 07:56:39"
"169","TP01T01RE01","捲取空軸準備區(2200)","2200","192.167.51.55","0",NULL,"34",NULL,NULL,NULL,"捲取空軸準備區(2200)","2023-10-24 13:20:52","2023-10-24 07:56:39"
"170","TP02G01RF01","給線滿軸準備區(1100)","1100","192.167.51.51","0",NULL,"35",NULL,NULL,NULL,"給線滿軸準備區(1100)","2023-10-24 13:20:52","2023-10-24 07:56:39"
"171","TP02G01RE01","給線空軸準備區(1200)","1200","192.167.51.52","0",NULL,"35",NULL,NULL,NULL,"給線空軸準備區(1200)","2023-10-24 13:20:52","2023-10-24 07:56:39"
"172","TP02G01","給線機(1300)","1300","192.167.51.53","0",NULL,"35",NULL,NULL,NULL,"給線機(1300)","2023-10-24 13:20:52","2023-10-24 07:56:39"
"173","TP02T01","捲取機(2300)","2300","192.167.51.54","0",NULL,"35",NULL,NULL,NULL,"捲取機(2300)","2023-10-24 13:20:52","2023-10-24 07:56:39"
"174","TP03G01RF01","給線滿軸準備區(1100)","1100","192.167.51.51","0",NULL,"36",NULL,NULL,NULL,"給線滿軸準備區(1100)","2023-10-24 13:20:52","2023-10-24 07:56:39"
"175","TP03G01RE01","給線空軸準備區(1200)","1200","192.167.51.52","0",NULL,"36",NULL,NULL,NULL,"給線空軸準備區(1200)","2023-10-24 13:20:52","2023-10-24 07:56:39"
"176","TP03G01","給線機(1300)","1300","192.167.51.53","0",NULL,"36",NULL,NULL,NULL,"給線機(1300)","2023-10-24 13:20:52","2023-10-24 07:56:39"
"177","TP03T01","捲取機(2300)","2300","192.167.51.54","0",NULL,"36",NULL,NULL,NULL,"捲取機(2300)","2023-10-24 13:20:52","2023-10-24 07:56:39"
"178","TP04G01RF01","給線滿軸準備區(1100)","1100","192.167.51.51","0",NULL,"37",NULL,NULL,NULL,"給線滿軸準備區(1100)","2023-10-24 13:20:52","2023-10-24 07:56:39"
"179","TP04G01RE01","給線空軸準備區(1200)","1200","192.167.51.52","0",NULL,"37",NULL,NULL,NULL,"給線空軸準備區(1200)","2023-10-24 13:20:52","2023-10-24 07:56:39"
"180","TP04G01","給線機(1300)","1300","192.167.51.53","0",NULL,"37",NULL,NULL,NULL,"給線機(1300)","2023-10-24 13:20:52","2023-10-24 07:56:39"
"181","TP04T01","捲取機(2300)","2300","192.167.51.54","0",NULL,"37",NULL,NULL,NULL,"捲取機(2300)","2023-10-24 13:20:52","2023-10-24 07:56:39"
"182","TP05G01","給線機(1300)","1300","192.167.51.53","0",NULL,"38",NULL,NULL,NULL,"給線機(1300)","2023-10-24 13:20:52","2023-10-24 07:56:39"
"183","TP05T01","捲取機(2300)","2300","192.167.51.54","0",NULL,"38",NULL,NULL,NULL,"捲取機(2300)","2023-10-24 13:20:52","2023-10-24 07:56:39"
"184","TP06G01","給線機(1300)","1300","192.167.51.53","0",NULL,"39",NULL,NULL,NULL,"給線機(1300)","2023-10-24 13:20:52","2023-10-24 07:56:39"
"185","TP06T01","捲取機(2300)","2300","192.167.51.54","0",NULL,"39",NULL,NULL,NULL,"捲取機(2300)","2023-10-24 13:20:52","2023-10-24 07:56:39"
