"id","reel_number","name","uid","tid","epc","axis_surface","status","reserved"
"669","D0800X112","440800B112",NULL,"E2801170200013E2FACA0B5F","35412204000000440800B112","B",NULL,NULL
"670","D0800X112","440800B112",NULL,"E280117020000542FACD0B5F","35412204000000440800B112","B",NULL,NULL
"671","D0800X113","440800B113",NULL,"E280117020001552FACD0B5F","35412204000000440800B113","B",NULL,NULL
"672","D0800X113","440800B113",NULL,"E2801170200005B2FACD0B5F","35412204000000440800B113","B",NULL,NULL
"673","D0800X114","440800B114",NULL,"E2801170200015C2FACD0B5F","35412204000000440800B114","B",NULL,NULL
"674","D0800X114","440800B114",NULL,"E280117020001562FACD0B5F","35412204000000440800B114","B",NULL,NULL
"675","D0800X115","440800B115",NULL,"E2801170200005D2FACD0B5F","35412204000000440800B115","B",NULL,NULL
"676","D0800X115","440800B115",NULL,"E280117020001132FAD20B5F","35412204000000440800B115","B",NULL,NULL
"677","D0800X116","440800B116",NULL,"E280117020000142FAD20B5F","35412204000000440800B116","B",NULL,NULL
"678","D0800X116","440800B116",NULL,"E2801170200005E2FACD0B5F","35412204000000440800B116","B",NULL,NULL
"679","D0800X117","440800B117",NULL,"E2801170200001B2FAD20B5F","35412204000000440800B117","B",NULL,NULL
"680","D0800X117","440800B117",NULL,"E280117020001152FAD20B5F","35412204000000440800B117","B",NULL,NULL
"681","D0800X118","440800B118",NULL,"E2801170200011C2FAD20B5F","35412204000000440800B118","B",NULL,NULL
"682","D0800X118","440800B118",NULL,"E280117020001162FAD20B5F","35412204000000440800B118","B",NULL,NULL
"683","D0800X119","440800B119",NULL,"E280117020001332FAD50B5F","35412204000000440800B119","B",NULL,NULL
"684","D0800X119","440800B119",NULL,"E280117020001008FA9E0B5F","35412204000000440800B119","B",NULL,NULL
"685","D0800X120","440800B120",NULL,"E280117020000342FAD50B5F","35412204000000440800B120","B",NULL,NULL
"686","D0800X120","440800B120",NULL,"E2801170200001E2FAD20B5F","35412204000000440800B120","B",NULL,NULL
"687","D0800X121","440800B121",NULL,"E2801170200003B2FAD50B5F","35412204000000440800B121","B",NULL,NULL
"688","D0800X121","440800B121",NULL,"E280117020001352FAD50B5F","35412204000000440800B121","B",NULL,NULL
"689","D0800X122","440800B122",NULL,"E2801170200013C2FAD50B5F","35412204000000440800B122","B",NULL,NULL
"690","D0800X122","440800B122",NULL,"E280117020001362FAD50B5F","35412204000000440800B122","B",NULL,NULL
"691","D0800X123","440800B123",NULL,"E2801170200003D2FAD50B5F","35412204000000440800B123","B",NULL,NULL
"692","D0800X123","440800B123",NULL,"E280117020000532FAD80B5F","35412204000000440800B123","B",NULL,NULL
"693","D0800X124","440800B124",NULL,"E2801170200003E2FAD50B5F","35412204000000440800B124","B",NULL,NULL
"694","D0800X124","440800B124",NULL,"E280117020001542FAD80B5F","35412204000000440800B124","B",NULL,NULL
"695","D0800X125","440800B125",NULL,"E2801170200015B2FAD80B5F","35412204000000440800B125","B",NULL,NULL
"696","D0800X125","440800B125",NULL,"E280117020000552FAD80B5F","35412204000000440800B125","B",NULL,NULL
"697","D0800X126","440800B126",NULL,"E280117020000562FAD80B5F","35412204000000440800B126","B",NULL,NULL
"698","D0800X126","440800B126",NULL,"E2801170200005C2FAD80B5F","35412204000000440800B126","B",NULL,NULL
"699","D0800X127","440800B127",NULL,"E2801170200015D2FAD80B5F","35412204000000440800B127","B",NULL,NULL
"700","D0800X127","440800B127",NULL,"E280117020000132FADC0B5F","35412204000000440800B127","B",NULL,NULL
"701","D0800X128","440800B128",NULL,"E2801170200015E2FAD80B5F","35412204000000440800B128","B",NULL,NULL
"702","D0800X128","440800B128",NULL,"E280117020001142FADC0B5F","35412204000000440800B128","B",NULL,NULL
"703","D0800X129","440800B129",NULL,"E2801170200011B2FADC0B5F","35412204000000440800B129","B",NULL,NULL
"704","D0800X129","440800B129",NULL,"E280117020000152FADC0B5F","35412204000000440800B129","B",NULL,NULL
"705","D0800X130","440800B130",NULL,"E280117020000162FADC0B5F","35412204000000440800B130","B",NULL,NULL
"706","D0800X130","440800B130",NULL,"E2801170200001C2FADC0B5F","35412204000000440800B130","B",NULL,NULL
"707","D0800X131","440800B131",NULL,"E280117020000332FADE0B5F","35412204000000440800B131","B",NULL,NULL
"708","D0800X131","440800B131",NULL,"E2801170200011D2FADC0B5F","35412204000000440800B131","B",NULL,NULL
"709","D0800X132","440800B132",NULL,"E280117020001342FADE0B5F","35412204000000440800B132","B",NULL,NULL
"710","D0800X132","440800B132",NULL,"E2801170200011E2FADC0B5F","35412204000000440800B132","B",NULL,NULL
"711","D0800X133","440800B133",NULL,"E2801170200013B2FADE0B5F","35412204000000440800B133","B",NULL,NULL
"712","D0800X133","440800B133",NULL,"E280117020000352FADE0B5F","35412204000000440800B133","B",NULL,NULL
"713","D0800X134","440800B134",NULL,"E280117020000362FADE0B5F","35412204000000440800B134","B",NULL,NULL
"714","D0800X134","440800B134",NULL,"E2801170200003C2FADE0B5F","35412204000000440800B134","B",NULL,NULL
"715","D0800X135","440800B135",NULL,"E280117020001532FAE00B5F","35412204000000440800B135","B",NULL,NULL
"716","D0800X135","440800B135",NULL,"E2801170200013D2FADE0B5F","35412204000000440800B135","B",NULL,NULL
"717","D0800X136","440800B136",NULL,"E280117020000542FAE00B5F","35412204000000440800B136","B",NULL,NULL
"718","D0800X136","440800B136",NULL,"E2801170200013E2FADE0B5F","35412204000000440800B136","B",NULL,NULL
"719","D0800X137","440800B137",NULL,"E280117020001552FAE00B5F","35412204000000440800B137","B",NULL,NULL
"720","D0800X137","440800B137",NULL,"E2801170200005B2FAE00B5F","35412204000000440800B137","B",NULL,NULL
"721","D0800X138","440800B138",NULL,"E2801170200015C2FAE00B5F","35412204000000440800B138","B",NULL,NULL
"722","D0800X138","440800B138",NULL,"E280117020001562FAE00B5F","35412204000000440800B138","B",NULL,NULL
"723","D0800X139","440800B139",NULL,"E2801170200005B1FAE00B5F","35412204000000440800B139","B",NULL,NULL
"724","D0800X139","440800B139",NULL,"E2801170200005E2FAE00B5F","35412204000000440800B139","B",NULL,NULL
"725","D0800X140","440800B140",NULL,"E2801170200015A1FAE00B5F","35412204000000440800B140","B",NULL,NULL
"726","D0800X140","440800B140",NULL,"E2801170200015F2FAE00B5F","35412204000000440800B140","B",NULL,NULL
"727","D0800X141","440800B141",NULL,"E280117020001531FAE00B5F","35412204000000440800B141","B",NULL,NULL
"728","D0800X141","440800B141",NULL,"E280117020001591FAE00B5F","35412204000000440800B141","B",NULL,NULL
"729","D0800X142","440800B142",NULL,"E280117020000581FAE00B5F","35412204000000440800B142","B",NULL,NULL
"730","D0800X142","440800B142",NULL,"E280117020000521FAE00B5F","35412204000000440800B142","B",NULL,NULL
"731","D0800X143","440800B143",NULL,"E2801170200013B1FADE0B5F","35412204000000440800B143","B",NULL,NULL
"732","D0800X143","440800B143",NULL,"E280117020000511FAE00B5F","35412204000000440800B143","B",NULL,NULL
"733","D0800X144","440800B144",NULL,"E280117020001501FAE00B5F","35412204000000440800B144","B",NULL,NULL
"734","D0800X144","440800B144",NULL,"E2801170200003A1FADE0B5F","35412204000000440800B144","B",NULL,NULL
"735","D0800X145","440800B145",NULL,"E280117020000331FADE0B5F","35412204000000440800B145","B",NULL,NULL
"736","D0800X145","440800B145",NULL,"E280117020000391FADE0B5F","35412204000000440800B145","B",NULL,NULL
"737","D0800X146","440800B146",NULL,"E280117020001321FADE0B5F","35412204000000440800B146","B",NULL,NULL
"738","D0800X146","440800B146",NULL,"E280117020001381FADE0B5F","35412204000000440800B146","B",NULL,NULL
"739","D0800X147","440800B147",NULL,"E2801170200011B1FADC0B5F","35412204000000440800B147","B",NULL,NULL
"740","D0800X147","440800B147",NULL,"E280117020001311FADE0B5F","35412204000000440800B147","B",NULL,NULL
"741","D0800X148","440800B148",NULL,"E280117020000301FADE0B5F","35412204000000440800B148","B",NULL,NULL
"742","D0800X148","440800B148",NULL,"E2801170200001A1FADC0B5F","35412204000000440800B148","B",NULL,NULL
"743","D0800X149","440800B149",NULL,"E280117020000191FADC0B5F","35412204000000440800B149","B",NULL,NULL
"744","D0800X149","440800B149",NULL,"E280117020000131FADC0B5F","35412204000000440800B149","B",NULL,NULL
"745","D0800X150","440800B150",NULL,"E280117020001181FADC0B5F","35412204000000440800B150","B",NULL,NULL
"746","D0800X150","440800B150",NULL,"E280117020001121FADC0B5F","35412204000000440800B150","B",NULL,NULL
"747","D0800X151","440800B151",NULL,"E2801170200015B1FAD80B5F","35412204000000440800B151","B",NULL,NULL
"748","D0800X151","440800B151",NULL,"E280117020001111FADC0B5F","35412204000000440800B151","B",NULL,NULL
"749","D0800X152","440800B152",NULL,"E280117020000101FADC0B5F","35412204000000440800B152","B",NULL,NULL
"750","D0800X152","440800B152",NULL,"E2801170200005A1FAD80B5F","35412204000000440800B152","B",NULL,NULL
"751","D0800X153","440800B153",NULL,"E280117020000531FAD80B5F","35412204000000440800B153","B",NULL,NULL
"752","D0800X153","440800B153",NULL,"E280117020000591FAD80B5F","35412204000000440800B153","B",NULL,NULL
"753","D0800X154","440800B154",NULL,"E280117020001581FAD80B5F","35412204000000440800B154","B",NULL,NULL
"754","D0800X154","440800B154",NULL,"E280117020001521FAD80B5F","35412204000000440800B154","B",NULL,NULL
"755","D0800X155","440800B155",NULL,"E2801170200003B1FAD50B5F","35412204000000440800B155","B",NULL,NULL
"756","D0800X155","440800B155",NULL,"E280117020001511FAD80B5F","35412204000000440800B155","B",NULL,NULL
"757","D0800X156","440800B156",NULL,"E280117020000501FAD80B5F","35412204000000440800B156","B",NULL,NULL
"758","D0800X156","440800B156",NULL,"E2801170200002C8FA970B5F","35412204000000440800B156","B",NULL,NULL
"759","D0800X157","440800B157",NULL,"E280117020001391FAD50B5F","35412204000000440800B157","B",NULL,NULL
"760","D0800X157","440800B157",NULL,"E280117020001331FAD50B5F","35412204000000440800B157","B",NULL,NULL
"761","D0800X158","440800B158",NULL,"E280117020000321FAD50B5F","35412204000000440800B158","B",NULL,NULL
"762","D0800X158","440800B158",NULL,"E280117020000381FAD50B5F","35412204000000440800B158","B",NULL,NULL
"763","D0800X159","440800B159",NULL,"E280117020000311FAD50B5F","35412204000000440800B159","B",NULL,NULL
"764","D0800X159","440800B159",NULL,"E2801170200001B1FAD20B5F","35412204000000440800B159","B",NULL,NULL
"765","D0800X160","440800B160",NULL,"E280117020001301FAD50B5F","35412204000000440800B160","B",NULL,NULL
"766","D0800X160","440800B160",NULL,"E2801170200011A1FAD20B5F","35412204000000440800B160","B",NULL,NULL
"767","D0800X161","440800B161",NULL,"E280117020001131FAD20B5F","35412204000000440800B161","B",NULL,NULL
"768","D0800X161","440800B161",NULL,"E280117020001191FAD20B5F","35412204000000440800B161","B",NULL,NULL
"769","D0800X162","440800B162",NULL,"E280117020000121FAD20B5F","35412204000000440800B162","B",NULL,NULL
"770","D0800X162","440800B162",NULL,"E280117020000181FAD20B5F","35412204000000440800B162","B",NULL,NULL
"771","D0800X163","440800B163",NULL,"E2801170200005B1FACD0B5F","35412204000000440800B163","B",NULL,NULL
"772","D0800X163","440800B163",NULL,"E280117020000111FAD20B5F","35412204000000440800B163","B",NULL,NULL
"773","D0800X164","440800B164",NULL,"E2801170200015A1FACD0B5F","35412204000000440800B164","B",NULL,NULL
"774","D0800X164","440800B164",NULL,"E280117020001101FAD20B5F","35412204000000440800B164","B",NULL,NULL
"775","D0800X165","440800B165",NULL,"E280117020001531FACD0B5F","35412204000000440800B165","B",NULL,NULL
"776","D0800X165","440800B165",NULL,"E280117020001591FACD0B5F","35412204000000440800B165","B",NULL,NULL
"777","D0800X166","440800B166",NULL,"E280117020000581FACD0B5F","35412204000000440800B166","B",NULL,NULL
"778","D0800X166","440800B166",NULL,"E280117020000521FACD0B5F","35412204000000440800B166","B",NULL,NULL
"779","D0800X167","440800B167",NULL,"E280117020000511FACD0B5F","35412204000000440800B167","B",NULL,NULL
"780","D0800X167","440800B167",NULL,"E2801170200013B1FACA0B5F","35412204000000440800B167","B",NULL,NULL
"781","D0800X168","440800B168",NULL,"E280117020001501FACD0B5F","35412204000000440800B168","B",NULL,NULL
"782","D0800X168","440800B168",NULL,"E2801170200003A1FACA0B5F","35412204000000440800B168","B",NULL,NULL
"783","D0800X169","440800B169",NULL,"E280117020000391FACA0B5F","35412204000000440800B169","B",NULL,NULL
"784","D0800X169","440800B169",NULL,"E280117020000331FACA0B5F","35412204000000440800B169","B",NULL,NULL
"785","D0800X170","440800B170",NULL,"E280117020001321FACA0B5F","35412204000000440800B170","B",NULL,NULL
"786","D0800X170","440800B170",NULL,"E280117020001381FACA0B5F","35412204000000440800B170","B",NULL,NULL
"787","D0800X171","440800B171",NULL,"E2801170200011B1FAC70B5F","35412204000000440800B171","B",NULL,NULL
"788","D0800X171","440800B171",NULL,"E280117020001311FACA0B5F","35412204000000440800B171","B",NULL,NULL
"789","D0800X172","440800B172",NULL,"E2801170200001A1FAC70B5F","35412204000000440800B172","B",NULL,NULL
"790","D0800X172","440800B172",NULL,"E280117020000301FACA0B5F","35412204000000440800B172","B",NULL,NULL
"791","D0800X173","440800B173",NULL,"E280117020000191FAC70B5F","35412204000000440800B173","B",NULL,NULL
"792","D0800X173","440800B173",NULL,"E280117020000131FAC70B5F","35412204000000440800B173","B",NULL,NULL
"793","D0800X174","440800B174",NULL,"E280117020001121FAC70B5F","35412204000000440800B174","B",NULL,NULL
"794","D0800X174","440800B174",NULL,"E280117020001181FAC70B5F","35412204000000440800B174","B",NULL,NULL
"795","D0800X175","440800B175",NULL,"E2801170200005B1FAC10B5F","35412204000000440800B175","B",NULL,NULL
"796","D0800X175","440800B175",NULL,"E280117020001111FAC70B5F","35412204000000440800B175","B",NULL,NULL
"797","D0800X176","440800B176",NULL,"E280117020000101FAC70B5F","35412204000000440800B176","B",NULL,NULL
"798","D0800X176","440800B176",NULL,"E2801170200015A1FAC10B5F","35412204000000440800B176","B",NULL,NULL
"799","D0800X177","440800B177",NULL,"E280117020001591FAC10B5F","35412204000000440800B177","B",NULL,NULL
"800","D0800X177","440800B177",NULL,"E280117020001531FAC10B5F","35412204000000440800B177","B",NULL,NULL
"801","D0800X178","440800B178",NULL,"E280117020000581FAC10B5F","35412204000000440800B178","B",NULL,NULL
"802","D0800X178","440800B178",NULL,"E280117020000521FAC10B5F","35412204000000440800B178","B",NULL,NULL
"803","D0800X179","440800B179",NULL,"E280117020000511FAC10B5F","35412204000000440800B179","B",NULL,NULL
"804","D0800X179","440800B179",NULL,"E2801170200013B1FABE0B5F","35412204000000440800B179","B",NULL,NULL
"805","D0800X180","440800B180",NULL,"E280117020001501FAC10B5F","35412204000000440800B180","B",NULL,NULL
"806","D0800X180","440800B180",NULL,"E2801170200003A1FABE0B5F","35412204000000440800B180","B",NULL,NULL
"807","D0800X181","440800B181",NULL,"E280117020000331FABE0B5F","35412204000000440800B181","B",NULL,NULL
"808","D0800X181","440800B181",NULL,"E280117020000391FABE0B5F","35412204000000440800B181","B",NULL,NULL
"809","D0800X182","440800B182",NULL,"E280117020001381FABE0B5F","35412204000000440800B182","B",NULL,NULL
"810","D0800X182","440800B182",NULL,"E280117020001248FA970B5F","35412204000000440800B182","B",NULL,NULL
"811","D0800X183","440800B183",NULL,"E2801170200011B1FABA0B5F","35412204000000440800B183","B",NULL,NULL
"812","D0800X183","440800B183",NULL,"E280117020001311FABE0B5F","35412204000000440800B183","B",NULL,NULL
"813","D0800X184","440800B184",NULL,"E2801170200001A1FABA0B5F","35412204000000440800B184","B",NULL,NULL
"814","D0800X184","440800B184",NULL,"E280117020000301FABE0B5F","35412204000000440800B184","B",NULL,NULL
"815","D0800X185","440800B185",NULL,"E280117020000131FABA0B5F","35412204000000440800B185","B",NULL,NULL
"816","D0800X185","440800B185",NULL,"E280117020000191FABA0B5F","35412204000000440800B185","B",NULL,NULL
"817","D0800X186","440800B186",NULL,"E280117020001121FABA0B5F","35412204000000440800B186","B",NULL,NULL
"818","D0800X186","440800B186",NULL,"E280117020001181FABA0B5F","35412204000000440800B186","B",NULL,NULL
"819","D0800X187","440800B187",NULL,"E280117020001111FABA0B5F","35412204000000440800B187","B",NULL,NULL
"820","D0800X187","440800B187",NULL,"E2801170200005A1FAB40B5F","35412204000000440800B187","B",NULL,NULL
"821","D0800X188","440800B188",NULL,"E280117020000101FABA0B5F","35412204000000440800B188","B",NULL,NULL
"822","D0800X188","440800B188",NULL,"E280117020000591FAB40B5F","35412204000000440800B188","B",NULL,NULL
"823","D0800X189","440800B189",NULL,"E280117020001521FAB40B5F","35412204000000440800B189","B",NULL,NULL
"824","D0800X189","440800B189",NULL,"E280117020001581FAB40B5F","35412204000000440800B189","B",NULL,NULL
"825","D0800X190","440800B190",NULL,"E280117020001571FAB40B5F","35412204000000440800B190","B",NULL,NULL
"826","D0800X190","440800B190",NULL,"E280117020001511FAB40B5F","35412204000000440800B190","B",NULL,NULL
"827","D0800X191","440800B191",NULL,"E280117020000501FAB40B5F","35412204000000440800B191","B",NULL,NULL
"828","D0800X191","440800B191",NULL,"E2801170200003A1FAB10B5F","35412204000000440800B191","B",NULL,NULL
"829","D0800X192","440800B192",NULL,"E2801170200003F1FAB10B5F","35412204000000440800B192","B",NULL,NULL
"830","D0800X192","440800B192",NULL,"E280117020000391FAB10B5F","35412204000000440800B192","B",NULL,NULL
"831","D0800X193","440800B193",NULL,"E280117020001381FAB10B5F","35412204000000440800B193","B",NULL,NULL
"832","D0800X193","440800B193",NULL,"E280117020001321FAB10B5F","35412204000000440800B193","B",NULL,NULL
"833","D0800X194","440800B194",NULL,"E280117020001371FAB10B5F","35412204000000440800B194","B",NULL,NULL
"834","D0800X194","440800B194",NULL,"E280117020001311FAB10B5F","35412204000000440800B194","B",NULL,NULL
"835","D0800X195","440800B195",NULL,"E280117020000301FAB10B5F","35412204000000440800B195","B",NULL,NULL
"836","D0800X195","440800B195",NULL,"E2801170200001A1FAAD0B5F","35412204000000440800B195","B",NULL,NULL
"837","D0800X196","440800B196",NULL,"E280117020000191FAAD0B5F","35412204000000440800B196","B",NULL,NULL
"838","D0800X196","440800B196",NULL,"E2801170200001F1FAAD0B5F","35412204000000440800B196","B",NULL,NULL
"839","D0800X197","440800B197",NULL,"E280117020001121FAAD0B5F","35412204000000440800B197","B",NULL,NULL
"840","D0800X197","440800B197",NULL,"E280117020001181FAAD0B5F","35412204000000440800B197","B",NULL,NULL
"841","D0800X198","440800B198",NULL,"E280117020001111FAAD0B5F","35412204000000440800B198","B",NULL,NULL
"842","D0800X198","440800B198",NULL,"E280117020001171FAAD0B5F","35412204000000440800B198","B",NULL,NULL
"843","D0800X199","440800B199",NULL,"E2801170200015A1FAA70B5F","35412204000000440800B199","B",NULL,NULL
"844","D0800X199","440800B199",NULL,"E280117020000101FAAD0B5F","35412204000000440800B199","B",NULL,NULL
"845","D0800X200","440800B200",NULL,"E2801170200015F1FAA70B5F","35412204000000440800B200","B",NULL,NULL
"846","D0800X200","440800B200",NULL,"E280117020001591FAA70B5F","35412204000000440800B200","B",NULL,NULL
"847","D0800X201","440800B201",NULL,"E280117020000581FAA70B5F","35412204000000440800B201","B",NULL,NULL
"848","D0800X201","440800B201",NULL,"E280117020000521FAA70B5F","35412204000000440800B201","B",NULL,NULL
"849","D0800X202","440800B202",NULL,"E280117020000511FAA70B5F","35412204000000440800B202","B",NULL,NULL
"850","D0800X202","440800B202",NULL,"E280117020000571FAA70B5F","35412204000000440800B202","B",NULL,NULL
"851","D0800X203","440800B203",NULL,"E280117020001391FAA40B5F","35412204000000440800B203","B",NULL,NULL
"852","D0800X203","440800B203",NULL,"E280117020001501FAA70B5F","35412204000000440800B203","B",NULL,NULL
"853","D0800X204","440800B204",NULL,"E2801170200013F1FAA40B5F","35412204000000440800B204","B",NULL,NULL
"854","D0800X204","440800B204",NULL,"E280117020000381FAA40B5F","35412204000000440800B204","B",NULL,NULL
"855","D0800X205","440800B205",NULL,"E280117020000311FAA40B5F","35412204000000440800B205","B",NULL,NULL
"856","D0800X205","440800B205",NULL,"E280117020000371FAA40B5F","35412204000000440800B205","B",NULL,NULL
"857","D0800X206","440800B206",NULL,"E280117020001301FAA40B5F","35412204000000440800B206","B",NULL,NULL
"858","D0800X206","440800B206",NULL,"E280117020001361FAA40B5F","35412204000000440800B206","B",NULL,NULL
"859","D0800X207","440800B207",NULL,"E280117020001191FAA00B5F","35412204000000440800B207","B",NULL,NULL
"860","D0800X207","440800B207",NULL,"E2801170200011F1FAA00B5F","35412204000000440800B207","B",NULL,NULL
"861","D0800X208","440800B208",NULL,"E2801170200001E1FAA00B5F","35412204000000440800B208","B",NULL,NULL
"862","D0800X208","440800B208",NULL,"E280117020000181FAA00B5F","35412204000000440800B208","B",NULL,NULL
"863","D0800X209","440800B209",NULL,"E280117020000111FAA00B5F","35412204000000440800B209","B",NULL,NULL
"864","D0800X209","440800B209",NULL,"E280117020000171FAA00B5F","35412204000000440800B209","B",NULL,NULL
"865","D0800X210","440800B210",NULL,"E280117020001101FAA00B5F","35412204000000440800B210","B",NULL,NULL
"866","D0800X210","440800B210",NULL,"E280117020000458FA980B5F","35412204000000440800B210","B",NULL,NULL
"867","D0800X211","440800B211",NULL,"E2801170200015F1FA9B0B5F","35412204000000440800B211","B",NULL,NULL
"868","D0800X211","440800B211",NULL,"E280117020000258FA970B5F","35412204000000440800B211","B",NULL,NULL
"869","D0800X212","440800B212",NULL,"E280117020000581FA9B0B5F","35412204000000440800B212","B",NULL,NULL
"870","D0800X212","440800B212",NULL,"E2801170200005E1FA9B0B5F","35412204000000440800B212","B",NULL,NULL
"871","D0800X213","440800B213",NULL,"E280117020000571FA9B0B5F","35412204000000440800B213","B",NULL,NULL
"872","D0800X213","440800B213",NULL,"E280117020000511FA9B0B5F","35412204000000440800B213","B",NULL,NULL
"873","D0800X214","440800B214",NULL,"E280117020001561FA9B0B5F","35412204000000440800B214","B",NULL,NULL
"874","D0800X214","440800B214",NULL,"E280117020001501FA9B0B5F","35412204000000440800B214","B",NULL,NULL
"875","D0800X215","440800B215",NULL,"E2801170200003F1FA990B5F","35412204000000440800B215","B",NULL,NULL
"876","D0800X215","440800B215",NULL,"E280117020000391FA990B5F","35412204000000440800B215","B",NULL,NULL
"877","D0800X216","440800B216",NULL,"E280117020001381FA990B5F","35412204000000440800B216","B",NULL,NULL
"878","D0800X216","440800B216",NULL,"E2801170200013E1FA990B5F","35412204000000440800B216","B",NULL,NULL
"879","D0800X217","440800B217",NULL,"E280117020001311FA990B5F","35412204000000440800B217","B",NULL,NULL
"880","D0800X217","440800B217",NULL,"E280117020001371FA990B5F","35412204000000440800B217","B",NULL,NULL
"881","D0800X218","440800B218",NULL,"E280117020000361FA990B5F","35412204000000440800B218","B",NULL,NULL
"882","D0800X218","440800B218",NULL,"E280117020000301FA990B5F","35412204000000440800B218","B",NULL,NULL
"883","D0800X219","440800B219",NULL,"E2801170200011F1FA960B5F","35412204000000440800B219","B",NULL,NULL
"884","D0800X219","440800B219",NULL,"E280117020001191FA960B5F","35412204000000440800B219","B",NULL,NULL
"885","D0800X220","440800B220",NULL,"E280117020000181FA960B5F","35412204000000440800B220","B",NULL,NULL
"886","D0800X220","440800B220",NULL,"E2801170200001E1FA960B5F","35412204000000440800B220","B",NULL,NULL
"887","D0800X221","440800B221",NULL,"E280117020000111FA960B5F","35412204000000440800B221","B",NULL,NULL
"888","D0800X221","440800B221",NULL,"E280117020000171FA960B5F","35412204000000440800B221","B",NULL,NULL
"889","D0800X222","440800B222",NULL,"E280117020001101FA960B5F","35412204000000440800B222","B",NULL,NULL
"890","D0800X222","440800B222",NULL,"E280117020001161FA960B5F","35412204000000440800B222","B",NULL,NULL
"891","D0800X223","440800B223",NULL,"E280117020001591FA910B5F","35412204000000440800B223","B",NULL,NULL
"892","D0800X223","440800B223",NULL,"E2801170200015F1FA910B5F","35412204000000440800B223","B",NULL,NULL
"893","D1000X001","441000A001",NULL,"E280117020000581FA910B5F","35412204000000441000A001","A",NULL,NULL
"894","D1000X001","441000A001",NULL,"E2801170200005E1FA910B5F","35412204000000441000A001","A",NULL,NULL
"895","D1000X002","441000A002",NULL,"E280117020000571FA910B5F","35412204000000441000A002","A",NULL,NULL
"896","D1000X002","441000A002",NULL,"E280117020000511FA910B5F","35412204000000441000A002","A",NULL,NULL
"897","D1000X003","441000A003",NULL,"E280117020001501FA910B5F","35412204000000441000A003","A",NULL,NULL
"898","D1000X003","441000A003",NULL,"E280117020001561FA910B5F","35412204000000441000A003","A",NULL,NULL
"899","D1000X004","441000A004",NULL,"E280117020001391FA910B5F","35412204000000441000A004","A",NULL,NULL
"900","D1000X004","441000A004",NULL,"E2801170200013F1FA910B5F","35412204000000441000A004","A",NULL,NULL
"901","D1000X005","441000A005",NULL,"E2801170200003E1FA910B5F","35412204000000441000A005","A",NULL,NULL
"902","D1000X005","441000A005",NULL,"E280117020000381FA910B5F","35412204000000441000A005","A",NULL,NULL
"903","D1000X006","441000A006",NULL,"E280117020000371FA910B5F","35412204000000441000A006","A",NULL,NULL
"904","D1000X006","441000A006",NULL,"E280117020000311FA910B5F","35412204000000441000A006","A",NULL,NULL
"905","D1000X007","441000A007",NULL,"E280117020001301FA910B5F","35412204000000441000A007","A",NULL,NULL
"906","D1000X007","441000A007",NULL,"E280117020001361FA910B5F","35412204000000441000A007","A",NULL,NULL
"907","D1000X008","441000A008",NULL,"E2801170200001F1FA8F0B5F","35412204000000441000A008","A",NULL,NULL
"908","D1000X008","441000A008",NULL,"E280117020000191FA8F0B5F","35412204000000441000A008","A",NULL,NULL
"909","D1000X009","441000A009",NULL,"E280117020001181FA8F0B5F","35412204000000441000A009","A",NULL,NULL
"910","D1000X009","441000A009",NULL,"E2801170200011E1FA8F0B5F","35412204000000441000A009","A",NULL,NULL
"911","D1000X010","441000A010",NULL,"E280117020000180FA8F0B5F","35412204000000441000A010","A",NULL,NULL
"912","D1000X010","441000A010",NULL,"E2801170200001E0FA8F0B5F","35412204000000441000A010","A",NULL,NULL
"913","D1000X011","441000A011",NULL,"E280117020001190FA8F0B5F","35412204000000441000A011","A",NULL,NULL
"914","D1000X011","441000A011",NULL,"E2801170200011F0FA8F0B5F","35412204000000441000A011","A",NULL,NULL
"915","D1000X012","441000A012",NULL,"E280117020000360FA910B5F","35412204000000441000A012","A",NULL,NULL
"916","D1000X012","441000A012",NULL,"E280117020000300FA910B5F","35412204000000441000A012","A",NULL,NULL
"917","D1000X013","441000A013",NULL,"E280117020001370FA910B5F","35412204000000441000A013","A",NULL,NULL
"918","D1000X013","441000A013",NULL,"E280117020001310FA910B5F","35412204000000441000A013","A",NULL,NULL
"919","D1000X014","441000A014",NULL,"E2801170200013E0FA910B5F","35412204000000441000A014","A",NULL,NULL
"920","D1000X014","441000A014",NULL,"E280117020001380FA910B5F","35412204000000441000A014","A",NULL,NULL
"921","D1000X015","441000A015",NULL,"E2801170200003F0FA910B5F","35412204000000441000A015","A",NULL,NULL
"922","D1000X015","441000A015",NULL,"E280117020000390FA910B5F","35412204000000441000A015","A",NULL,NULL
"923","D1000X016","441000A016",NULL,"E280117020000500FA910B5F","35412204000000441000A016","A",NULL,NULL
"924","D1000X016","441000A016",NULL,"E280117020000560FA910B5F","35412204000000441000A016","A",NULL,NULL
"925","D1000X017","441000A017",NULL,"E280117020001510FA910B5F","35412204000000441000A017","A",NULL,NULL
"926","D1000X017","441000A017",NULL,"E280117020001570FA910B5F","35412204000000441000A017","A",NULL,NULL
"927","D1000X018","441000A018",NULL,"E2801170200015E0FA910B5F","35412204000000441000A018","A",NULL,NULL
"928","D1000X018","441000A018",NULL,"E280117020001580FA910B5F","35412204000000441000A018","A",NULL,NULL
"929","D1000X019","441000A019",NULL,"E280117020000590FA910B5F","35412204000000441000A019","A",NULL,NULL
