"sn","seqno","antenna","command","commandstring","count","count_rssi","count_start","count_transfer","device_ip","device_mac","tid","epc","max_rssi","min_rssi","offline_data","operation","output_mode","rssi","timestamp","usr","version","received","count_gap","interval_time","rssi_average","rssi_median","speed_average","speed_gap","speed_median","rawdata"
"1452058","61967","1","35","URC_CMD_RFID_Inven_Receive","1","-26","2020-11-27 12:15:46.002","2020-11-27 12:15:46.002","192.168.249.51","14:00:8b:c2:27:f9","E28011052000764EA6920A68","AAAAAAAAAAAAAA11300000E0","-25.8","-25.8","0","0","1","-25.8","2020-11-27 12:15:45.994",,"10002","2023-11-29 18:19:00.834","9999","1000","-20","-20","9999","9999","9999","{""antenna"":1,""command"":35,""commandstring"":""URC_CMD_RFID_Inven_Receive"",""count"":1,""count_gap"":9999,""count_rssi"":-26,""count_start"":1606450546002,""count_transfer"":1606450546002,""device_id"":""arizon-rfid"",""device_ip"":""192.168.249.51"",""device_mac"":""14:00:8b:c2:27:f9"",""epc"":""AAAAAAAAAAAAAA11300000E0"",""interval"":1000,""max_rssi"":-2580,""min_rssi"":-2580,""offline_data"":false,""operation"":0,""output_mode"":1,""rssi"":-2580,""rssi_average"":-2000,""rssi_median"":-2000,""seqno"":61967,""speed_average"":9999,""speed_gap"":9999,""speed_median"":9999,""tid"":""E28011052000764EA6920A68"",""timestamp"":1606450545994,""usr"":"""",""version"":10002}"
"1452059","61968","1","35","URC_CMD_RFID_Inven_Receive","1","-51","2020-11-27 12:15:46.024","2020-11-27 12:15:46.024","192.168.249.51","14:00:8b:c2:27:f9","E28011052000704EA6B00A68","BBBBBBBBBBBBBB0000000011","-50.8","-50.8","0","0","1","-50.8","2020-11-27 12:15:46.017",,"10002","2023-11-29 18:19:00.834","9999","1000","-20","-20","9999","9999","9999","{""antenna"":1,""command"":35,""commandstring"":""URC_CMD_RFID_Inven_Receive"",""count"":1,""count_gap"":9999,""count_rssi"":-51,""count_start"":1606450546024,""count_transfer"":1606450546024,""device_id"":""arizon-rfid"",""device_ip"":""192.168.249.51"",""device_mac"":""14:00:8b:c2:27:f9"",""epc"":""BBBBBBBBBBBBBB0000000011"",""interval"":1000,""max_rssi"":-5080,""min_rssi"":-5080,""offline_data"":false,""operation"":0,""output_mode"":1,""rssi"":-5080,""rssi_average"":-2000,""rssi_median"":-2000,""seqno"":61968,""speed_average"":9999,""speed_gap"":9999,""speed_median"":9999,""tid"":""E28011052000704EA6B00A68"",""timestamp"":1606450546017,""usr"":"""",""version"":10002}"
"1452060","61969","1","35","URC_CMD_RFID_Inven_Receive","1","-26","2020-11-27 12:15:46.032","2020-11-27 12:15:46.032","192.168.249.51","14:00:8b:c2:27:f9","E28011052000764EA6920A68","AAAAAAAAAAAAAA11300000E0","-25.8","-25.8","0","0","1","-25.8","2020-11-27 12:15:46.027",,"10002","2023-11-29 18:19:00.834","9999","1000","-20","-20","9999","9999","9999","{""antenna"":1,""command"":35,""commandstring"":""URC_CMD_RFID_Inven_Receive"",""count"":1,""count_gap"":9999,""count_rssi"":-26,""count_start"":1606450546032,""count_transfer"":1606450546032,""device_id"":""arizon-rfid"",""device_ip"":""192.168.249.51"",""device_mac"":""14:00:8b:c2:27:f9"",""epc"":""AAAAAAAAAAAAAA11300000E0"",""interval"":1000,""max_rssi"":-2580,""min_rssi"":-2580,""offline_data"":false,""operation"":0,""output_mode"":1,""rssi"":-2580,""rssi_average"":-2000,""rssi_median"":-2000,""seqno"":61969,""speed_average"":9999,""speed_gap"":9999,""speed_median"":9999,""tid"":""E28011052000764EA6920A68"",""timestamp"":1606450546027,""usr"":"""",""version"":10002}"
"1452061","66515","1","35","URC_CMD_RFID_Inven_Receive","1","-23","2023-11-29 18:18:59.475","2023-11-29 18:18:59.475","192.168.249.52","4e:00:24:52:9b:06","E28011052000768EA6920A68","AAAAAAAAAAAAAA12300000E1","-22.5","-22.5","0","0","1","-22.5","2023-11-29 18:18:59.472",,"10002","2023-11-29 18:19:00.843","9999","1000","-20","-20","9999","9999","9999","{""antenna"":1,""command"":35,""commandstring"":""URC_CMD_RFID_Inven_Receive"",""count"":1,""count_gap"":9999,""count_rssi"":-23,""count_start"":1701253139475,""count_transfer"":1701253139475,""device_id"":""AL800-249-052"",""device_ip"":""192.168.249.52"",""device_mac"":""4e:00:24:52:9b:06"",""epc"":""AAAAAAAAAAAAAA12300000E1"",""interval"":1000,""max_rssi"":-2250,""min_rssi"":-2250,""offline_data"":false,""operation"":0,""output_mode"":1,""rssi"":-2250,""rssi_average"":-2000,""rssi_median"":-2000,""seqno"":66515,""speed_average"":9999,""speed_gap"":9999,""speed_median"":9999,""tid"":""E28011052000768EA6920A68"",""timestamp"":1701253139472,""usr"":"""",""version"":10002}"
"1452062","94756","1","35","URC_CMD_RFID_Inven_Receive","1","-30","2020-11-27 12:11:16.391","2020-11-27 12:11:16.392","192.168.249.53","44:00:21:25:2c:aa","E28011052000778EA69B0A68","AAAAAAAAAAAAAAFE300000CE","-29.5","-29.5","0","0","1","-29.5","2020-11-27 12:11:16.384",,"10002","2023-11-29 18:19:00.873","9999","1000","-20","-20","9999","9999","9999","{""antenna"":1,""command"":35,""commandstring"":""URC_CMD_RFID_Inven_Receive"",""count"":1,""count_gap"":9999,""count_rssi"":-30,""count_start"":1606450276391,""count_transfer"":1606450276392,""device_id"":""arizon-rfid"",""device_ip"":""192.168.249.53"",""device_mac"":""44:00:21:25:2c:aa"",""epc"":""AAAAAAAAAAAAAAFE300000CE"",""interval"":1000,""max_rssi"":-2950,""min_rssi"":-2950,""offline_data"":false,""operation"":0,""output_mode"":1,""rssi"":-2950,""rssi_average"":-2000,""rssi_median"":-2000,""seqno"":94756,""speed_average"":9999,""speed_gap"":9999,""speed_median"":9999,""tid"":""E28011052000778EA69B0A68"",""timestamp"":1606450276384,""usr"":"""",""version"":10002}"
"1452063","61970","1","35","URC_CMD_RFID_Inven_Receive","1","-28","2020-11-27 12:15:46.040","2020-11-27 12:15:46.041","192.168.249.51","14:00:8b:c2:27:f9","E28011052000754EA6920A68","AAAAAAAAAAAAAA11300000E0","-27.7","-27.7","0","0","1","-27.7","2020-11-27 12:15:46.038",,"10002","2023-11-29 18:19:00.874","9999","1000","-20","-20","9999","9999","9999","{""antenna"":1,""command"":35,""commandstring"":""URC_CMD_RFID_Inven_Receive"",""count"":1,""count_gap"":9999,""count_rssi"":-28,""count_start"":1606450546040,""count_transfer"":1606450546041,""device_id"":""arizon-rfid"",""device_ip"":""192.168.249.51"",""device_mac"":""14:00:8b:c2:27:f9"",""epc"":""AAAAAAAAAAAAAA11300000E0"",""interval"":1000,""max_rssi"":-2770,""min_rssi"":-2770,""offline_data"":false,""operation"":0,""output_mode"":1,""rssi"":-2770,""rssi_average"":-2000,""rssi_median"":-2000,""seqno"":61970,""speed_average"":9999,""speed_gap"":9999,""speed_median"":9999,""tid"":""E28011052000754EA6920A68"",""timestamp"":1606450546038,""usr"":"""",""version"":10002}"
"1452064","61971","1","35","URC_CMD_RFID_Inven_Receive","1","-27","2020-11-27 12:15:46.071","2020-11-27 12:15:46.071","192.168.249.51","14:00:8b:c2:27:f9","E28011052000764EA6920A68","AAAAAAAAAAAAAA11300000E0","-26.7","-26.7","0","0","1","-26.7","2020-11-27 12:15:46.063",,"10002","2023-11-29 18:19:00.875","9999","1000","-20","-20","9999","9999","9999","{""antenna"":1,""command"":35,""commandstring"":""URC_CMD_RFID_Inven_Receive"",""count"":1,""count_gap"":9999,""count_rssi"":-27,""count_start"":1606450546071,""count_transfer"":1606450546071,""device_id"":""arizon-rfid"",""device_ip"":""192.168.249.51"",""device_mac"":""14:00:8b:c2:27:f9"",""epc"":""AAAAAAAAAAAAAA11300000E0"",""interval"":1000,""max_rssi"":-2670,""min_rssi"":-2670,""offline_data"":false,""operation"":0,""output_mode"":1,""rssi"":-2670,""rssi_average"":-2000,""rssi_median"":-2000,""seqno"":61971,""speed_average"":9999,""speed_gap"":9999,""speed_median"":9999,""tid"":""E28011052000764EA6920A68"",""timestamp"":1606450546063,""usr"":"""",""version"":10002}"
"1452065","66516","1","35","URC_CMD_RFID_Inven_Receive","1","-23","2023-11-29 18:18:59.514","2023-11-29 18:18:59.514","192.168.249.52","4e:00:24:52:9b:06","E28011052000768EA6920A68","AAAAAAAAAAAAAA12300000E1","-22.5","-22.5","0","0","1","-22.5","2023-11-29 18:18:59.511",,"10002","2023-11-29 18:19:00.888","9999","1000","-20","-20","9999","9999","9999","{""antenna"":1,""command"":35,""commandstring"":""URC_CMD_RFID_Inven_Receive"",""count"":1,""count_gap"":9999,""count_rssi"":-23,""count_start"":1701253139514,""count_transfer"":1701253139514,""device_id"":""AL800-249-052"",""device_ip"":""192.168.249.52"",""device_mac"":""4e:00:24:52:9b:06"",""epc"":""AAAAAAAAAAAAAA12300000E1"",""interval"":1000,""max_rssi"":-2250,""min_rssi"":-2250,""offline_data"":false,""operation"":0,""output_mode"":1,""rssi"":-2250,""rssi_average"":-2000,""rssi_median"":-2000,""seqno"":66516,""speed_average"":9999,""speed_gap"":9999,""speed_median"":9999,""tid"":""E28011052000768EA6920A68"",""timestamp"":1701253139511,""usr"":"""",""version"":10002}"
"1452066","66517","1","35","URC_CMD_RFID_Inven_Receive","1","-24","2023-11-29 18:18:59.533","2023-11-29 18:18:59.533","192.168.249.52","4e:00:24:52:9b:06","E28011052000768EA6920A68","AAAAAAAAAAAAAA12300000E1","-24","-24","0","0","1","-24","2023-11-29 18:18:59.530",,"10002","2023-11-29 18:19:00.888","9999","1000","-20","-20","9999","9999","9999","{""antenna"":1,""command"":35,""commandstring"":""URC_CMD_RFID_Inven_Receive"",""count"":1,""count_gap"":9999,""count_rssi"":-24,""count_start"":1701253139533,""count_transfer"":1701253139533,""device_id"":""AL800-249-052"",""device_ip"":""192.168.249.52"",""device_mac"":""4e:00:24:52:9b:06"",""epc"":""AAAAAAAAAAAAAA12300000E1"",""interval"":1000,""max_rssi"":-2400,""min_rssi"":-2400,""offline_data"":false,""operation"":0,""output_mode"":1,""rssi"":-2400,""rssi_average"":-2000,""rssi_median"":-2000,""seqno"":66517,""speed_average"":9999,""speed_gap"":9999,""speed_median"":9999,""tid"":""E28011052000768EA6920A68"",""timestamp"":1701253139530,""usr"":"""",""version"":10002}"
"1452067","94757","1","35","URC_CMD_RFID_Inven_Receive","1","-27","2020-11-27 12:11:16.410","2020-11-27 12:11:16.410","192.168.249.53","44:00:21:25:2c:aa","E28011052000784EA6A20A68","AAAAAAAAAAAAAAFE300000CE","-26.7","-26.7","0","0","1","-26.7","2020-11-27 12:11:16.408",,"10002","2023-11-29 18:19:00.899","9999","1000","-20","-20","9999","9999","9999","{""antenna"":1,""command"":35,""commandstring"":""URC_CMD_RFID_Inven_Receive"",""count"":1,""count_gap"":9999,""count_rssi"":-27,""count_start"":1606450276410,""count_transfer"":1606450276410,""device_id"":""arizon-rfid"",""device_ip"":""192.168.249.53"",""device_mac"":""44:00:21:25:2c:aa"",""epc"":""AAAAAAAAAAAAAAFE300000CE"",""interval"":1000,""max_rssi"":-2670,""min_rssi"":-2670,""offline_data"":false,""operation"":0,""output_mode"":1,""rssi"":-2670,""rssi_average"":-2000,""rssi_median"":-2000,""seqno"":94757,""speed_average"":9999,""speed_gap"":9999,""speed_median"":9999,""tid"":""E28011052000784EA6A20A68"",""timestamp"":1606450276408,""usr"":"""",""version"":10002}"
"1452068","94758","1","35","URC_CMD_RFID_Inven_Receive","1","-60","2020-11-27 12:11:16.419","2020-11-27 12:11:16.419","192.168.249.53","44:00:21:25:2c:aa","E280110520007B8EA6970A68","AAAAAAAAAAAAAAB630000086","-59.6","-59.6","0","0","1","-59.6","2020-11-27 12:11:16.418",,"10002","2023-11-29 18:19:00.899","9999","1000","-20","-20","9999","9999","9999","{""antenna"":1,""command"":35,""commandstring"":""URC_CMD_RFID_Inven_Receive"",""count"":1,""count_gap"":9999,""count_rssi"":-60,""count_start"":1606450276419,""count_transfer"":1606450276419,""device_id"":""arizon-rfid"",""device_ip"":""192.168.249.53"",""device_mac"":""44:00:21:25:2c:aa"",""epc"":""AAAAAAAAAAAAAAB630000086"",""interval"":1000,""max_rssi"":-5960,""min_rssi"":-5960,""offline_data"":false,""operation"":0,""output_mode"":1,""rssi"":-5960,""rssi_average"":-2000,""rssi_median"":-2000,""seqno"":94758,""speed_average"":9999,""speed_gap"":9999,""speed_median"":9999,""tid"":""E280110520007B8EA6970A68"",""timestamp"":1606450276418,""usr"":"""",""version"":10002}"
"1452069","94759","1","35","URC_CMD_RFID_Inven_Receive","1","-29","2020-11-27 12:11:16.438","2020-11-27 12:11:16.439","192.168.249.53","44:00:21:25:2c:aa","E28011052000778EA69B0A68","AAAAAAAAAAAAAAFE300000CE","-28.3","-28.3","0","0","1","-28.3","2020-11-27 12:11:16.429",,"10002","2023-11-29 18:19:00.904","9999","1000","-20","-20","9999","9999","9999","{""antenna"":1,""command"":35,""commandstring"":""URC_CMD_RFID_Inven_Receive"",""count"":1,""count_gap"":9999,""count_rssi"":-29,""count_start"":1606450276438,""count_transfer"":1606450276439,""device_id"":""arizon-rfid"",""device_ip"":""192.168.249.53"",""device_mac"":""44:00:21:25:2c:aa"",""epc"":""AAAAAAAAAAAAAAFE300000CE"",""interval"":1000,""max_rssi"":-2830,""min_rssi"":-2830,""offline_data"":false,""operation"":0,""output_mode"":1,""rssi"":-2830,""rssi_average"":-2000,""rssi_median"":-2000,""seqno"":94759,""speed_average"":9999,""speed_gap"":9999,""speed_median"":9999,""tid"":""E28011052000778EA69B0A68"",""timestamp"":1606450276429,""usr"":"""",""version"":10002}"
"1452070","61972","1","35","URC_CMD_RFID_Inven_Receive","1","-28","2020-11-27 12:15:46.079","2020-11-27 12:15:46.079","192.168.249.51","14:00:8b:c2:27:f9","E28011052000754EA6920A68","AAAAAAAAAAAAAA11300000E0","-27.7","-27.7","0","0","1","-27.7","2020-11-27 12:15:46.073",,"10002","2023-11-29 18:19:00.912","9999","1000","-20","-20","9999","9999","9999","{""antenna"":1,""command"":35,""commandstring"":""URC_CMD_RFID_Inven_Receive"",""count"":1,""count_gap"":9999,""count_rssi"":-28,""count_start"":1606450546079,""count_transfer"":1606450546079,""device_id"":""arizon-rfid"",""device_ip"":""192.168.249.51"",""device_mac"":""14:00:8b:c2:27:f9"",""epc"":""AAAAAAAAAAAAAA11300000E0"",""interval"":1000,""max_rssi"":-2770,""min_rssi"":-2770,""offline_data"":false,""operation"":0,""output_mode"":1,""rssi"":-2770,""rssi_average"":-2000,""rssi_median"":-2000,""seqno"":61972,""speed_average"":9999,""speed_gap"":9999,""speed_median"":9999,""tid"":""E28011052000754EA6920A68"",""timestamp"":1606450546073,""usr"":"""",""version"":10002}"
"1452071","61973","1","35","URC_CMD_RFID_Inven_Receive","1","-49","2020-11-27 12:15:46.099","2020-11-27 12:15:46.099","192.168.249.51","14:00:8b:c2:27:f9","E28011052000704EA6B00A68","BBBBBBBBBBBBBB0000000011","-49","-49","0","0","1","-49","2020-11-27 12:15:46.093",,"10002","2023-11-29 18:19:00.912","9999","1000","-20","-20","9999","9999","9999","{""antenna"":1,""command"":35,""commandstring"":""URC_CMD_RFID_Inven_Receive"",""count"":1,""count_gap"":9999,""count_rssi"":-49,""count_start"":1606450546099,""count_transfer"":1606450546099,""device_id"":""arizon-rfid"",""device_ip"":""192.168.249.51"",""device_mac"":""14:00:8b:c2:27:f9"",""epc"":""BBBBBBBBBBBBBB0000000011"",""interval"":1000,""max_rssi"":-4900,""min_rssi"":-4900,""offline_data"":false,""operation"":0,""output_mode"":1,""rssi"":-4900,""rssi_average"":-2000,""rssi_median"":-2000,""seqno"":61973,""speed_average"":9999,""speed_gap"":9999,""speed_median"":9999,""tid"":""E28011052000704EA6B00A68"",""timestamp"":1606450546093,""usr"":"""",""version"":10002}"
"1452072","61974","1","35","URC_CMD_RFID_Inven_Receive","1","-25","2020-11-27 12:15:46.117","2020-11-27 12:15:46.117","192.168.249.51","14:00:8b:c2:27:f9","E28011052000764EA6920A68","AAAAAAAAAAAAAA11300000E0","-25","-25","0","0","1","-25","2020-11-27 12:15:46.113",,"10002","2023-11-29 18:19:00.914","9999","1000","-20","-20","9999","9999","9999","{""antenna"":1,""command"":35,""commandstring"":""URC_CMD_RFID_Inven_Receive"",""count"":1,""count_gap"":9999,""count_rssi"":-25,""count_start"":1606450546117,""count_transfer"":1606450546117,""device_id"":""arizon-rfid"",""device_ip"":""192.168.249.51"",""device_mac"":""14:00:8b:c2:27:f9"",""epc"":""AAAAAAAAAAAAAA11300000E0"",""interval"":1000,""max_rssi"":-2500,""min_rssi"":-2500,""offline_data"":false,""operation"":0,""output_mode"":1,""rssi"":-2500,""rssi_average"":-2000,""rssi_median"":-2000,""seqno"":61974,""speed_average"":9999,""speed_gap"":9999,""speed_median"":9999,""tid"":""E28011052000764EA6920A68"",""timestamp"":1606450546113,""usr"":"""",""version"":10002}"
"1452073","66518","1","35","URC_CMD_RFID_Inven_Receive","1","-22","2023-11-29 18:18:59.562","2023-11-29 18:18:59.563","192.168.249.52","4e:00:24:52:9b:06","E28011052000768EA6920A68","AAAAAAAAAAAAAA12300000E1","-21.9","-21.9","0","0","1","-21.9","2023-11-29 18:18:59.562",,"10002","2023-11-29 18:19:00.934","9999","1000","-20","-20","9999","9999","9999","{""antenna"":1,""command"":35,""commandstring"":""URC_CMD_RFID_Inven_Receive"",""count"":1,""count_gap"":9999,""count_rssi"":-22,""count_start"":1701253139562,""count_transfer"":1701253139563,""device_id"":""AL800-249-052"",""device_ip"":""192.168.249.52"",""device_mac"":""4e:00:24:52:9b:06"",""epc"":""AAAAAAAAAAAAAA12300000E1"",""interval"":1000,""max_rssi"":-2190,""min_rssi"":-2190,""offline_data"":false,""operation"":0,""output_mode"":1,""rssi"":-2190,""rssi_average"":-2000,""rssi_median"":-2000,""seqno"":66518,""speed_average"":9999,""speed_gap"":9999,""speed_median"":9999,""tid"":""E28011052000768EA6920A68"",""timestamp"":1701253139562,""usr"":"""",""version"":10002}"
"1452074","66519","1","35","URC_CMD_RFID_Inven_Receive","1","-21","2023-11-29 18:18:59.591","2023-11-29 18:18:59.591","192.168.249.52","4e:00:24:52:9b:06","E28011052000768EA6920A68","AAAAAAAAAAAAAA12300000E1","-20.7","-20.7","0","0","1","-20.7","2023-11-29 18:18:59.588",,"10002","2023-11-29 18:19:00.934","9999","1000","-20","-20","9999","9999","9999","{""antenna"":1,""command"":35,""commandstring"":""URC_CMD_RFID_Inven_Receive"",""count"":1,""count_gap"":9999,""count_rssi"":-21,""count_start"":1701253139591,""count_transfer"":1701253139591,""device_id"":""AL800-249-052"",""device_ip"":""192.168.249.52"",""device_mac"":""4e:00:24:52:9b:06"",""epc"":""AAAAAAAAAAAAAA12300000E1"",""interval"":1000,""max_rssi"":-2070,""min_rssi"":-2070,""offline_data"":false,""operation"":0,""output_mode"":1,""rssi"":-2070,""rssi_average"":-2000,""rssi_median"":-2000,""seqno"":66519,""speed_average"":9999,""speed_gap"":9999,""speed_median"":9999,""tid"":""E28011052000768EA6920A68"",""timestamp"":1701253139588,""usr"":"""",""version"":10002}"
"1452075","94760","1","35","URC_CMD_RFID_Inven_Receive","1","-52","2020-11-27 12:11:16.447","2020-11-27 12:11:16.447","192.168.249.53","44:00:21:25:2c:aa","E28011052000750EA69B0A68","AAAAAAAAAAAAAAFB300000CB","-51.8","-51.8","0","0","1","-51.8","2020-11-27 12:11:16.439",,"10002","2023-11-29 18:19:00.944","9999","1000","-20","-20","9999","9999","9999","{""antenna"":1,""command"":35,""commandstring"":""URC_CMD_RFID_Inven_Receive"",""count"":1,""count_gap"":9999,""count_rssi"":-52,""count_start"":1606450276447,""count_transfer"":1606450276447,""device_id"":""arizon-rfid"",""device_ip"":""192.168.249.53"",""device_mac"":""44:00:21:25:2c:aa"",""epc"":""AAAAAAAAAAAAAAFB300000CB"",""interval"":1000,""max_rssi"":-5180,""min_rssi"":-5180,""offline_data"":false,""operation"":0,""output_mode"":1,""rssi"":-5180,""rssi_average"":-2000,""rssi_median"":-2000,""seqno"":94760,""speed_average"":9999,""speed_gap"":9999,""speed_median"":9999,""tid"":""E28011052000750EA69B0A68"",""timestamp"":1606450276439,""usr"":"""",""version"":10002}"
"1452076","94761","1","35","URC_CMD_RFID_Inven_Receive","1","-27","2020-11-27 12:11:16.459","2020-11-27 12:11:16.459","192.168.249.53","44:00:21:25:2c:aa","E28011052000778EA69B0A68","AAAAAAAAAAAAAAFE300000CE","-26.7","-26.7","0","0","1","-26.7","2020-11-27 12:11:16.458",,"10002","2023-11-29 18:19:00.944","9999","1000","-20","-20","9999","9999","9999","{""antenna"":1,""command"":35,""commandstring"":""URC_CMD_RFID_Inven_Receive"",""count"":1,""count_gap"":9999,""count_rssi"":-27,""count_start"":1606450276459,""count_transfer"":1606450276459,""device_id"":""arizon-rfid"",""device_ip"":""192.168.249.53"",""device_mac"":""44:00:21:25:2c:aa"",""epc"":""AAAAAAAAAAAAAAFE300000CE"",""interval"":1000,""max_rssi"":-2670,""min_rssi"":-2670,""offline_data"":false,""operation"":0,""output_mode"":1,""rssi"":-2670,""rssi_average"":-2000,""rssi_median"":-2000,""seqno"":94761,""speed_average"":9999,""speed_gap"":9999,""speed_median"":9999,""tid"":""E28011052000778EA69B0A68"",""timestamp"":1606450276458,""usr"":"""",""version"":10002}"
"1452077","94762","1","35","URC_CMD_RFID_Inven_Receive","1","-25","2020-11-27 12:11:16.487","2020-11-27 12:11:16.487","192.168.249.53","44:00:21:25:2c:aa","E28011052000784EA6A20A68","AAAAAAAAAAAAAAFE300000CE","-25","-25","0","0","1","-25","2020-11-27 12:11:16.479",,"10002","2023-11-29 18:19:00.945","9999","1000","-20","-20","9999","9999","9999","{""antenna"":1,""command"":35,""commandstring"":""URC_CMD_RFID_Inven_Receive"",""count"":1,""count_gap"":9999,""count_rssi"":-25,""count_start"":1606450276487,""count_transfer"":1606450276487,""device_id"":""arizon-rfid"",""device_ip"":""192.168.249.53"",""device_mac"":""44:00:21:25:2c:aa"",""epc"":""AAAAAAAAAAAAAAFE300000CE"",""interval"":1000,""max_rssi"":-2500,""min_rssi"":-2500,""offline_data"":false,""operation"":0,""output_mode"":1,""rssi"":-2500,""rssi_average"":-2000,""rssi_median"":-2000,""seqno"":94762,""speed_average"":9999,""speed_gap"":9999,""speed_median"":9999,""tid"":""E28011052000784EA6A20A68"",""timestamp"":1606450276479,""usr"":"""",""version"":10002}"
"1452078","61975","1","35","URC_CMD_RFID_Inven_Receive","1","-50","2020-11-27 12:15:46.135","2020-11-27 12:15:46.136","192.168.249.51","14:00:8b:c2:27:f9","E280110520007B8EA6AD0A68","BBBBBBBBBBBBBB0000000010","-49.9","-49.9","0","0","1","-49.9","2020-11-27 12:15:46.131",,"10002","2023-11-29 18:19:00.954","9999","1000","-20","-20","9999","9999","9999","{""antenna"":1,""command"":35,""commandstring"":""URC_CMD_RFID_Inven_Receive"",""count"":1,""count_gap"":9999,""count_rssi"":-50,""count_start"":1606450546135,""count_transfer"":1606450546136,""device_id"":""arizon-rfid"",""device_ip"":""192.168.249.51"",""device_mac"":""14:00:8b:c2:27:f9"",""epc"":""BBBBBBBBBBBBBB0000000010"",""interval"":1000,""max_rssi"":-4990,""min_rssi"":-4990,""offline_data"":false,""operation"":0,""output_mode"":1,""rssi"":-4990,""rssi_average"":-2000,""rssi_median"":-2000,""seqno"":61975,""speed_average"":9999,""speed_gap"":9999,""speed_median"":9999,""tid"":""E280110520007B8EA6AD0A68"",""timestamp"":1606450546131,""usr"":"""",""version"":10002}"
"1452079","61976","1","35","URC_CMD_RFID_Inven_Receive","1","-27","2020-11-27 12:15:46.144","2020-11-27 12:15:46.144","192.168.249.51","14:00:8b:c2:27:f9","E28011052000754EA6920A68","AAAAAAAAAAAAAA11300000E0","-26.7","-26.7","0","0","1","-26.7","2020-11-27 12:15:46.141",,"10002","2023-11-29 18:19:00.954","9999","1000","-20","-20","9999","9999","9999","{""antenna"":1,""command"":35,""commandstring"":""URC_CMD_RFID_Inven_Receive"",""count"":1,""count_gap"":9999,""count_rssi"":-27,""count_start"":1606450546144,""count_transfer"":1606450546144,""device_id"":""arizon-rfid"",""device_ip"":""192.168.249.51"",""device_mac"":""14:00:8b:c2:27:f9"",""epc"":""AAAAAAAAAAAAAA11300000E0"",""interval"":1000,""max_rssi"":-2670,""min_rssi"":-2670,""offline_data"":false,""operation"":0,""output_mode"":1,""rssi"":-2670,""rssi_average"":-2000,""rssi_median"":-2000,""seqno"":61976,""speed_average"":9999,""speed_gap"":9999,""speed_median"":9999,""tid"":""E28011052000754EA6920A68"",""timestamp"":1606450546141,""usr"":"""",""version"":10002}"
"1452080","61977","1","35","URC_CMD_RFID_Inven_Receive","1","-49","2020-11-27 12:15:46.155","2020-11-27 12:15:46.155","192.168.249.51","14:00:8b:c2:27:f9","E28011052000704EA6B00A68","BBBBBBBBBBBBBB0000000011","-48.3","-48.3","0","0","1","-48.3","2020-11-27 12:15:46.151",,"10002","2023-11-29 18:19:00.955","9999","1000","-20","-20","9999","9999","9999","{""antenna"":1,""command"":35,""commandstring"":""URC_CMD_RFID_Inven_Receive"",""count"":1,""count_gap"":9999,""count_rssi"":-49,""count_start"":1606450546155,""count_transfer"":1606450546155,""device_id"":""arizon-rfid"",""device_ip"":""192.168.249.51"",""device_mac"":""14:00:8b:c2:27:f9"",""epc"":""BBBBBBBBBBBBBB0000000011"",""interval"":1000,""max_rssi"":-4830,""min_rssi"":-4830,""offline_data"":false,""operation"":0,""output_mode"":1,""rssi"":-4830,""rssi_average"":-2000,""rssi_median"":-2000,""seqno"":61977,""speed_average"":9999,""speed_gap"":9999,""speed_median"":9999,""tid"":""E28011052000704EA6B00A68"",""timestamp"":1606450546151,""usr"":"""",""version"":10002}"
"1452081","66520","1","35","URC_CMD_RFID_Inven_Receive","1","-22","2023-11-29 18:18:59.639","2023-11-29 18:18:59.640","192.168.249.52","4e:00:24:52:9b:06","E28011052000768EA6920A68","AAAAAAAAAAAAAA12300000E1","-21.9","-21.9","0","0","1","-21.9","2023-11-29 18:18:59.636",,"10002","2023-11-29 18:19:00.979","9999","1000","-20","-20","9999","9999","9999","{""antenna"":1,""command"":35,""commandstring"":""URC_CMD_RFID_Inven_Receive"",""count"":1,""count_gap"":9999,""count_rssi"":-22,""count_start"":1701253139639,""count_transfer"":1701253139640,""device_id"":""AL800-249-052"",""device_ip"":""192.168.249.52"",""device_mac"":""4e:00:24:52:9b:06"",""epc"":""AAAAAAAAAAAAAA12300000E1"",""interval"":1000,""max_rssi"":-2190,""min_rssi"":-2190,""offline_data"":false,""operation"":0,""output_mode"":1,""rssi"":-2190,""rssi_average"":-2000,""rssi_median"":-2000,""seqno"":66520,""speed_average"":9999,""speed_gap"":9999,""speed_median"":9999,""tid"":""E28011052000768EA6920A68"",""timestamp"":1701253139636,""usr"":"""",""version"":10002}"
